forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h
2025-09-30,2025-09-30 04:00:00+00:00,2277.93,2215.518,2136.106,2075.28,2114.83,2227.448,2479.869,2672.012,2694.409,2676.519,2721.248,2759.795,2822.13,2774.447,2833.614,2893.248,2989.073,3071.647,3050.489,3051.7,2923.672,2742.205,2540.846,2331.701,2169.198,2060.818,1994.773,1953.705,1995.774,2110.587,2364.695,2543.032,2490.246,2457.27,2411.562,2387.39,2403.51,2446.424,2477.928,2586.655,2653.95,2769.865,2800.544,2779.169,2683.035,2549.32,2366.787,2183.098,2061.814,1990.986,1945.152,1939.959,1974.7,2103.859,2342.928,2498.103,2416.776,2379.308,2340.107,2321.286,2320.729,2351.416,2381.114,2484.922,2592.174,2687.344,2710.448,2732.668,2666.974,2526.558,2362.667,2188.473
2025-10-09,2025-10-09 04:00:00+00:00,2096.46,2035.88,1969.34,1942.766,1987.922,2108.08,2354.623,2567.347,2510.979,2438.083,2356.158,2322.722,2297.322,2304.043,2313.673,2375.295,2538.999,2668.726,2732.895,2747.649,2692.37,2537.918,2378.906,2217.358,2129.059,2054.179,2015.044,1975.76,2017.93,2184.073,2385.027,2554.202,2516.827,2417.555,2339.127,2302.713,2262.207,2273.311,2319.857,2419.324,2525.889,2619.756,2647.71,2678.899,2605.386,2450.198,2315.85,2174.283
2025-10-10,2025-10-10 04:00:00+00:00,2104.09,2036.361,1995.71,1959.776,1995.651,2158.16,2388.889,2562.988,2512.337,2411.051,2328.331,2288.959,2251.501,2257.185,2306.029,2414.315,2526.226,2606.277,2638.55,2691.94,2604.973,2450.383,2316.476,2177.757,2088.121,2022.962,1952.111,1956.75,1966.124,2020.669,2127.009,2184.033,2198.09,2189.626,2150.762,2162.79,2173.478,2203.046,2263.141,2358.154,2453.558,2509.869,2570.983,2572.089,2521.206,2449.582,2320.892,2181.671
2025-10-11,2025-10-11 04:00:00+00:00,2086.72,2011.852,1940.034,1945.663,1960.307,2011.624,2114.987,2199.667,2247.84,2277.438,2252.82,2263.449,2319.588,2344.364,2395.883,2406.851,2472.411,2546.025,2602.647,2593.174,2540.976,2464.071,2331.99,2198.106,2109.65,2009.214,1981.205,1930.716,1931.273,1950.23,2029.848,2109.355,2191.876,2338.913,2384.106,2436.0,2491.928,2540.578,2542.006,2551.69,2579.219,2663.906,2708.592,2702.394,2613.729,2509.765,2327.368,2183.574
2025-10-12,2025-10-12 04:00:00+00:00,2072.751,1972.407,1954.895,1904.246,1917.827,1948.094,2042.647,2134.487,2222.485,2352.346,2407.595,2466.015,2515.831,2558.53,2552.201,2571.017,2594.373,2681.347,2731.882,2720.575,2622.234,2515.12,2336.112,2188.28,2111.724,2027.728,2015.224,1997.467,2019.517,2104.822,2259.698,2422.356,2557.115,2693.307,2793.412,2828.466,2826.428,2843.683,2794.196,2846.733,2826.549,2881.159,2882.395,2846.013,2733.492,2569.054,2376.582,2213.627
2025-10-13,2025-10-13 04:00:00+00:00,2092.089,2026.082,2010.128,2001.803,2032.852,2117.754,2302.135,2470.642,2598.713,2721.024,2816.537,2843.975,2841.692,2866.955,2796.86,2877.544,2870.331,2910.316,2911.073,2846.372,2745.692,2575.495,2383.336,2209.087,2143.979,2043.969,2019.605,2005.309,2041.608,2157.493,2415.783,2631.391,2727.869,2796.985,2840.194,2837.162,2817.239,2827.914,2794.806,2815.767,2801.686,2834.535,2857.996,2832.009,2742.769,2576.636,2392.116,2214.614
2025-10-14,2025-10-14 04:00:00+00:00,2124.358,2034.966,2006.167,1997.619,2036.759,2146.8,2414.892,2616.364,2706.976,2774.599,2805.995,2829.742,2819.027,2801.323,2774.924,2782.717,2790.901,2832.88,2858.997,2820.587,2734.554,2565.616,2380.31,2200.916,2098.82,1991.349,1969.994,1958.354,2005.971,2106.481,2381.718,2526.24,2550.361,2545.545,2516.525,2521.358,2516.042,2541.352,2558.907,2616.232,2669.0,2760.245,2798.6,2800.029,2720.129,2587.278,2403.692,2232.925
2025-10-15,2025-10-15 04:00:00+00:00,2098.144,1988.924,1958.721,1956.086,2001.423,2109.442,2380.052,2525.576,2558.825,2543.132,2540.076,2527.493,2565.675,2583.339,2585.321,2621.033,2675.752,2766.541,2820.403,2814.639,2720.53,2586.593,2405.662,2234.68,2127.939,2034.334,2007.418,2008.793,2044.0,2200.881,2477.604,2636.474,2641.648,2565.664,2533.904,2499.911,2512.638,2538.625,2554.198,2598.788,2683.464,2782.439,2827.735,2788.207,2714.173,2618.586,2435.419,2268.063
2025-10-16,2025-10-16 04:00:00+00:00,2133.468,2038.766,1996.779,2007.626,2036.126,2196.582,2474.178,2608.935,2605.017,2519.462,2500.823,2466.626,2484.635,2523.805,2562.519,2607.978,2700.387,2796.642,2831.459,2803.075,2723.878,2618.848,2432.21,2265.368,2136.232,2043.762,1999.638,1998.023,2034.988,2180.147,2425.469,2579.899,2602.127,2515.034,2448.472,2408.683,2393.971,2423.437,2447.414,2523.637,2605.508,2689.711,2726.09,2667.423,2612.02,2510.548,2366.446,2219.41
2025-10-17,2025-10-17 04:00:00+00:00,2138.254,2053.62,2003.929,1993.455,2035.561,2173.45,2439.263,2632.321,2644.367,2549.364,2460.562,2404.367,2378.805,2401.629,2411.102,2474.777,2579.153,2705.169,2730.19,2669.302,2597.923,2511.945,2364.43,2213.828,2111.034,2058.864,2007.195,1947.177,1956.713,2030.774,2146.683,2250.728,2272.254,2221.96,2172.218,2153.262,2108.083,2149.704,2179.045,2263.641,2345.335,2471.769,2573.61,2573.094,2533.541,2420.045,2307.887,2170.576
2025-10-18,2025-10-18 04:00:00+00:00,2109.549,2046.632,1999.209,1950.28,1963.69,2028.645,2144.35,2261.259,2264.477,2222.363,2149.139,2126.0,2118.164,2115.1,2162.705,2312.17,2433.524,2527.03,2594.967,2581.109,2534.086,2423.128,2311.265,2169.423,2036.848,1974.273,1923.596,1898.681,1906.489,1946.888,2028.924,2086.583,2120.536,2138.614,2126.016,2150.291,2155.828,2174.368,2277.682,2413.385,2484.882,2547.971,2673.948,2646.621,2588.795,2493.346,2320.22,2174.571
